customer_id,age,gender,tenure_months,monthly_charges,total_charges,contract_type,internet_service,payment_method,tech_support,online_security,senior_citizen,Churn
CUST00284,65,Male,61,117.22,6096.81,One year,No,Credit card,Yes,Yes,0,No
CUST00285,33,Male,6,102.26,557.84,Two year,Fiber optic,Electronic check,No,Yes,0,Yes
CUST00286,50,Male,3,89.33,252.4,Two year,Fiber optic,Credit card,No,No,0,Yes
CUST00287,26,Male,5,103.63,483.03,Month-to-month,Fiber optic,Mailed check,No,No,0,Yes
CUST00288,23,Male,57,118.14,6696.17,Month-to-month,DSL,Mailed check,Yes,Yes,0,No
CUST00289,33,Male,21,81.38,1584.16,Month-to-month,Fiber optic,Credit card,Yes,No,0,Yes
CUST00290,46,Male,25,75.04,1778.21,Month-to-month,Fiber optic,Electronic check,Yes,Yes,1,Yes
CUST00291,20,Male,2,82.08,153.64,Two year,DSL,Bank transfer,Yes,,0,Yes
CUST00292,37,Female,40,72.33,,Month-to-month,DSL,Bank transfer,No,No,0,No
CUST00293,53,Female,59,82.78,4994.37,Month-to-month,DSL,Credit card,Yes,Yes,0,Yes
CUST00294,36,Male,13,63.88,794.21,Month-to-month,No,Mailed check,No,No,1,No
CUST00295,43,Male,11,40.28,446.57,One year,DSL,Electronic check,No,Yes,0,No
CUST00296,20,Female,11,30.27,302.79,One year,DSL,Electronic check,No internet service,No,0,Yes
CUST00297,36,Male,12,24.97,287.14,Month-to-month,Fiber optic,Mailed check,No internet service,Yes,0,No
CUST00298,37,Male,24,44.86,989.48,Two year,Fiber optic,Bank transfer,No,Yes,0,No
CUST00299,49,Male,44,22.7,931.72,Month-to-month,DSL,Electronic check,Yes,No,1,Yes
CUST00300,,Female,18,75.85,1360.5,Month-to-month,No,Credit card,No,No internet service,0,Yes
CUST00301,69,Female,54,46.95,2602.06,Two year,No,Bank transfer,No,Yes,0,No
CUST00302,58,Female,44,102.1,3927.7,Month-to-month,Fiber optic,Credit card,Yes,No,0,No
CUST00303,50,Female,7,25.57,174.86,Two year,Fiber optic,Bank transfer,No,No,0,No
CUST00304,57,Female,52,41.09,2064.95,Two year,DSL,Mailed check,No internet service,No,0,No
CUST00305,56,Male,54,92.49,4363.57,One year,DSL,Credit card,No,No internet service,0,No
CUST00306,35,Female,31,79.08,2187.65,One year,Fiber optic,Credit card,Yes,Yes,0,No
CUST00307,57,Male,50,24.58,1121.09,Month-to-month,DSL,Mailed check,Yes,No internet service,0,No
CUST00308,18,Male,43,107.48,4082.69,Two year,DSL,Credit card,No,No,0,No
CUST00309,28,Female,69,107.48,6665.21,Month-to-month,Fiber optic,Bank transfer,Yes,No,1,No
CUST00310,45,Female,17,51.7,794.1,One year,DSL,Electronic check,No,No internet service,0,No
CUST00311,74,Male,21,52.72,1015.38,Two year,No,Electronic check,No,No,0,No
CUST00312,42,Male,36,118.88,4279.16,Two year,DSL,Mailed check,Yes,No,0,No
CUST00313,67,Male,55,81.87,4342.47,Two year,Fiber optic,Bank transfer,No internet service,No,0,No
CUST00314,40,Female,58,72.19,4384.85,Month-to-month,Fiber optic,Credit card,No,No,0,Yes
CUST00315,48,Female,2,103.49,193.1,Two year,Fiber optic,Credit card,Yes,Yes,0,No
CUST00316,47,Female,27,47.1,1272.68,One year,DSL,Electronic check,No,No,0,No
CUST00317,59,Female,34,61.78,2151.55,Two year,Fiber optic,Credit card,No,Yes,0,No
CUST00318,52,Female,60,45.31,2679.98,One year,No,Electronic check,No,No internet service,0,No
CUST00319,24,Male,53,98.49,4866.96,Month-to-month,Fiber optic,Mailed check,No internet service,No internet service,0,No
CUST00320,33,Female,62,76.48,4745.17,Month-to-month,Fiber optic,Credit card,No,No,0,No
CUST00321,43,Male,6,85.2,455.34,One year,Fiber optic,Bank transfer,No internet service,No,0,No
CUST00322,65,Male,48,43.74,1922.13,One year,Fiber optic,Credit card,No,Yes,0,No
CUST00323,74,Male,30,40.46,1164.44,Month-to-month,Fiber optic,Electronic check,No,Yes,0,No
CUST00324,69,Female,57,67.81,3730.21,One year,No,Mailed check,No internet service,No internet service,1,No
CUST00325,66,Female,60,93.23,4779.5,Month-to-month,DSL,Electronic check,No,Yes,0,No
CUST00326,19,Female,23,71.57,1710.35,Two year,Fiber optic,Credit card,Yes,No,0,No
CUST00327,18,Male,19,21.33,400.94,Month-to-month,Fiber optic,Electronic check,No,No internet service,0,Yes
CUST00328,65,Male,36,106.59,3642.08,Month-to-month,Fiber optic,Electronic check,No,No internet service,0,No
CUST00329,29,Male,3,24.6,76.5,Month-to-month,No,Mailed check,Yes,No,0,No
CUST00330,22,Male,19,115.49,2057.87,Month-to-month,No,Bank transfer,No internet service,No,0,No
CUST00331,54,Male,59,20.56,1268.95,Month-to-month,Fiber optic,Credit card,Yes,No,0,Yes
CUST00332,49,Male,23,88.83,1945.96,Month-to-month,DSL,Mailed check,Yes,No internet service,0,Yes
CUST00333,72,Female,49,26.39,1128.7,Month-to-month,DSL,Bank transfer,No internet service,No,0,Yes
CUST00334,26,Female,48,110.89,5338.48,Two year,Fiber optic,Electronic check,No,No,0,No
CUST00335,58,Female,50,65.37,3222.02,Two year,No,Bank transfer,Yes,Yes,0,No
CUST00336,52,Female,35,32.03,1126.2,Month-to-month,DSL,Electronic check,No,Yes,0,Yes
CUST00337,36,Male,65,52.76,3567.57,Two year,DSL,Electronic check,No,,0,No
CUST00338,65,Male,33,34.81,1154.82,Month-to-month,DSL,Mailed check,Yes,No internet service,0,No
CUST00339,33,Female,35,35.4,1204.64,One year,No,Electronic check,No internet service,No internet service,0,No
CUST00340,20,Male,5,114.71,585.86,One year,DSL,Mailed check,No,No internet service,0,No
CUST00341,37,Female,38,63.42,2372.97,Month-to-month,Fiber optic,Bank transfer,No,No,0,No
CUST00342,41,Female,41,98.46,3760.83,Month-to-month,Fiber optic,Bank transfer,No,No,0,Yes
CUST00343,71,Female,57,83.24,4873.37,Month-to-month,No,Electronic check,No,No internet service,0,No
CUST00344,73,Male,11,87,855.92,Month-to-month,Fiber optic,Mailed check,Yes,No,0,Yes
CUST00345,50,Female,2,31.43,62.42,One year,Fiber optic,Electronic check,Yes,No,1,No
CUST00346,41,Female,17,41.89,730.87,Month-to-month,DSL,Mailed check,No,No,1,No
CUST00347,69,Female,39,98.25,3817.43,Month-to-month,Fiber optic,Mailed check,No internet service,No internet service,0,Yes
CUST00348,28,Male,20,117.02,2315.72,Month-to-month,Fiber optic,Mailed check,Yes,Yes,0,Yes
CUST00349,66,Male,14,44.79,627.39,Month-to-month,No,Bank transfer,No,No internet service,0,No
CUST00350,25,Female,25,45.7,1077.39,Month-to-month,DSL,Mailed check,No internet service,Yes,0,No
CUST00351,53,Male,7,66.24,475.2,Month-to-month,DSL,Bank transfer,Yes,No,0,No
CUST00352,55,Male,41,118.35,4321.93,Two year,DSL,Mailed check,Yes,No,0,No
CUST00353,57,Male,43,45.43,1710.24,Month-to-month,Fiber optic,Bank transfer,No,No,0,Yes
CUST00354,37,Male,13,59.51,701.76,Month-to-month,No,Credit card,No,No,0,Yes
CUST00355,52,Male,1,108.93,104.17,One year,DSL,Bank transfer,Yes,No internet service,0,Yes
CUST00356,65,Male,36,18.3,627.25,Month-to-month,Fiber optic,Bank transfer,No,No,0,No
CUST00357,42,Male,68,22.06,1521.26,One year,DSL,Electronic check,No,Yes,0,Yes
CUST00358,52,Male,37,79.62,2742.42,One year,DSL,Mailed check,No,No,0,No
CUST00359,42,Male,40,110.55,4187.05,Month-to-month,Fiber optic,Credit card,Yes,Yes,0,Yes
CUST00360,46,Male,61,42.36,2203.27,Month-to-month,DSL,Electronic check,No,Yes,0,Yes
CUST00361,35,Female,59,65.9,3623.51,Month-to-month,Fiber optic,Mailed check,No,No,0,No
CUST00362,63,Female,13,63.95,814.35,Month-to-month,Fiber optic,Credit card,No internet service,No internet service,0,No
CUST00363,35,Male,1,66.24,56.51,Month-to-month,Fiber optic,Credit card,No internet service,No,0,Yes
CUST00364,19,Female,69,81.5,5095.88,Month-to-month,DSL,Credit card,No,No,0,Yes
CUST00365,71,Female,16,65.91,940.24,Month-to-month,No,Mailed check,No,No,0,Yes
CUST00366,52,Male,27,63.64,1474.97,Month-to-month,Fiber optic,Credit card,No,Yes,1,No
CUST00367,33,Male,65,66.38,4081.07,One year,Fiber optic,Credit card,Yes,No internet service,0,No
CUST00368,58,Male,34,78.27,2358.72,One year,DSL,Electronic check,Yes,No,0,Yes
CUST00369,53,Female,4,72.77,290.68,Month-to-month,DSL,Bank transfer,No,No internet service,0,Yes
CUST00370,50,Female,64,105.12,6859.45,Month-to-month,DSL,Mailed check,Yes,Yes,0,No
CUST00371,21,Male,39,23.05,862.2,Two year,DSL,Bank transfer,Yes,Yes,0,No
CUST00372,50,Male,55,103,5927.52,One year,Fiber optic,Electronic check,No internet service,No internet service,0,No
CUST00373,31,Male,35,104.08,3424.58,Two year,No,Bank transfer,Yes,No,0,No
CUST00374,38,Female,44,47.06,1972.64,Month-to-month,Fiber optic,Credit card,,Yes,0,Yes
CUST00375,65,Female,22,65.21,1503.26,One year,DSL,Credit card,Yes,Yes,0,No
CUST00376,37,Female,46,62.73,2586.37,Month-to-month,Fiber optic,Mailed check,No,No internet service,0,No
CUST00377,73,Female,30,40.29,1255.25,Month-to-month,DSL,Mailed check,No,No,0,No
CUST00378,25,Male,10,58.47,502,Month-to-month,Fiber optic,Mailed check,No,No,0,Yes
CUST00379,24,Male,9,22.53,190.46,Month-to-month,Fiber optic,Electronic check,No,No,0,Yes
CUST00380,20,Male,66,46.34,2642.49,Month-to-month,Fiber optic,Mailed check,No,No,0,Yes
CUST00381,34,,13,101.3,1311.43,Month-to-month,No,Electronic check,No internet service,No internet service,0,Yes
CUST00382,50,Female,9,47.03,411.28,One year,DSL,Credit card,No internet service,Yes,0,No
CUST00383,65,Female,0,101.46,0,Two year,Fiber optic,Bank transfer,No internet service,No,0,No
CUST00384,29,Male,4,72.22,267.18,Month-to-month,No,Credit card,No,No internet service,0,Yes
CUST00385,68,Male,19,107.75,1891.45,Month-to-month,Fiber optic,Credit card,Yes,Yes,0,Yes
CUST00386,39,Female,7,76.63,460.81,Month-to-month,Fiber optic,Credit card,Yes,No,0,No
CUST00387,72,Male,42,21.03,812.59,One year,No,Mailed check,Yes,No,0,Yes
CUST00388,39,Female,0,86.89,0,Month-to-month,DSL,Mailed check,No,No,0,Yes
CUST00389,63,Male,56,22.58,1170.71,Two year,No,Mailed check,No internet service,No,0,No
CUST00390,47,Male,63,63.96,4095.05,Month-to-month,DSL,Bank transfer,No,No,0,No
CUST00391,55,Male,27,112.8,3101.84,Month-to-month,Fiber optic,Mailed check,Yes,No,0,No
CUST00392,55,Male,36,34.85,1160.06,One year,No,Electronic check,No,No,0,Yes
CUST00393,62,Male,46,57.77,2594.7,Two year,DSL,Credit card,No internet service,No,0,No
CUST00394,68,Male,36,92.45,2892.45,Month-to-month,Fiber optic,Bank transfer,No,Yes,0,Yes
CUST00395,71,Male,48,107.99,4513.48,Month-to-month,DSL,Bank transfer,No internet service,No,0,No
CUST00396,25,Female,43,86.44,3195.55,Two year,No,Bank transfer,No internet service,No internet service,0,No
CUST00397,44,Female,55,44.33,2355.75,Month-to-month,No,Bank transfer,No internet service,No,0,No
CUST00398,44,Female,27,86.81,2192.02,Two year,Fiber optic,Bank transfer,No,No,1,No
CUST00399,51,Female,5,48.27,231.6,Month-to-month,Fiber optic,Electronic check,No,No,0,No
CUST00400,38,Female,60,91.28,5226.04,One year,No,Credit card,Yes,No internet service,0,No
CUST00401,47,Male,19,115.31,2015.71,One year,Fiber optic,Bank transfer,Yes,No internet service,0,No
CUST00402,50,Male,1,91.58,90.25,Month-to-month,Fiber optic,Credit card,No,Yes,0,Yes
CUST00403,45,,72,106.01,7645.7,Two year,Fiber optic,Mailed check,Yes,No,0,No
CUST00404,64,Male,36,18.21,559.14,Month-to-month,Fiber optic,Bank transfer,No internet service,No,1,Yes
CUST00405,50,Female,19,91.19,1544.53,Month-to-month,DSL,Bank transfer,Yes,No,0,Yes
CUST00406,22,Female,25,102.62,2546.64,One year,DSL,Credit card,No internet service,Yes,0,No
CUST00407,65,Male,28,22.14,574.87,Month-to-month,DSL,Bank transfer,No,No internet service,0,No
CUST00408,36,Male,0,106.9,0,One year,No,Bank transfer,No,Yes,0,No
CUST00409,21,Male,34,44.18,1381.04,Month-to-month,Fiber optic,Bank transfer,No internet service,No,0,No
CUST00410,52,Female,69,85.86,5498.68,Month-to-month,Fiber optic,Electronic check,No,No,0,Yes
CUST00411,66,Male,58,99.64,5095.66,Month-to-month,Fiber optic,Electronic check,No,Yes,0,Yes
CUST00412,34,Female,68,85.59,5247.69,Month-to-month,DSL,Bank transfer,Yes,No internet service,0,No
CUST00413,,Female,32,27.41,851.76,Month-to-month,DSL,Electronic check,No,No internet service,0,Yes
CUST00414,45,Female,50,78.82,3691.27,One year,Fiber optic,Mailed check,Yes,No,0,Yes
CUST00415,47,Male,11,74.06,818.62,Two year,Fiber optic,Bank transfer,No,No,0,No
CUST00416,46,Male,19,109.83,2129.58,Two year,No,Mailed check,No,Yes,0,No
CUST00417,63,Female,52,59.23,2951.62,Month-to-month,Fiber optic,Credit card,No,No,0,Yes
CUST00418,70,Male,42,50.75,2135.02,Month-to-month,Fiber optic,Mailed check,No,Yes,0,No
CUST00419,23,Male,49,94.48,4219.26,Month-to-month,Fiber optic,Credit card,No,No,0,No
CUST00420,52,Male,28,60.09,1569.78,Month-to-month,No,Bank transfer,No,No internet service,0,No
CUST00421,58,Female,56,83.9,4663.42,Month-to-month,Fiber optic,Credit card,No internet service,Yes,0,No
CUST00422,54,Female,38,83.94,2957.64,Month-to-month,DSL,Credit card,No,No internet service,0,Yes
CUST00423,41,Male,55,108.58,5779.01,Month-to-month,Fiber optic,Mailed check,No,Yes,1,No
CUST00424,46,Female,42,79.07,2945.92,Two year,Fiber optic,Mailed check,No,No internet service,0,Yes
CUST00425,66,Male,49,69.22,3289.87,Month-to-month,Fiber optic,Mailed check,No internet service,Yes,0,Yes
CUST00426,63,Male,22,32.16,723.3,Month-to-month,DSL,Bank transfer,No,No,0,No
CUST00427,70,Male,43,29.81,,Month-to-month,No,,No,Yes,0,No
CUST00428,48,Male,37,33.74,1241.97,Month-to-month,No,Mailed check,No,No internet service,0,No
CUST00429,52,Female,22,35.53,781,Two year,DSL,Bank transfer,,No,1,No
CUST00430,50,Female,44,83.06,3514.25,Month-to-month,No,Bank transfer,Yes,Yes,0,No
CUST00431,69,Female,51,93.58,4614.77,Month-to-month,DSL,Credit card,No,No,1,No
CUST00432,,,49,72.06,3095.68,Month-to-month,DSL,Credit card,No,No,0,No
CUST00433,49,Male,7,102.56,673.96,Month-to-month,DSL,Mailed check,No internet service,No,0,Yes
CUST00434,40,Male,0,119.11,0,Month-to-month,DSL,Bank transfer,No,No internet service,0,Yes
CUST00435,50,Female,7,101.64,741.15,Two year,No,,No,No,0,No
CUST00436,20,Male,28,88.88,2329.91,Two year,DSL,Electronic check,Yes,Yes,0,No
CUST00437,35,Female,4,72.31,277.63,One year,DSL,Bank transfer,No internet service,Yes,0,No
CUST00438,42,Female,46,63.78,,Month-to-month,DSL,Electronic check,No internet service,No,0,No
CUST00439,59,Female,33,26.61,858.24,Two year,DSL,Mailed check,Yes,No,0,No
CUST00440,48,Female,64,58.74,3758.03,Month-to-month,DSL,Bank transfer,Yes,No,0,No
CUST00441,71,Female,54,110.83,5356.46,Month-to-month,Fiber optic,Mailed check,No,Yes,0,No
CUST00442,75,Female,42,100.42,4030.99,One year,DSL,Mailed check,No,No,0,No
CUST00443,20,Male,29,40.04,1178.79,Month-to-month,No,Mailed check,No,No internet service,0,Yes
CUST00444,57,Male,16,65.59,989.23,Month-to-month,No,Mailed check,Yes,Yes,0,Yes
CUST00445,63,Female,25,101.31,2293.89,One year,DSL,Mailed check,Yes,No,0,No
CUST00446,41,Female,7,24.87,170.77,Month-to-month,No,Bank transfer,No,No,0,Yes
CUST00447,67,Male,46,57.51,,One year,DSL,Electronic check,No,No,0,No
CUST00448,49,Female,71,104.89,6424.16,Month-to-month,DSL,Bank transfer,No,No,0,No
CUST00449,64,Female,45,59.2,2678.27,Two year,DSL,Bank transfer,No,No,1,Yes
CUST00450,39,Male,67,,1761.53,Two year,DSL,Bank transfer,Yes,No internet service,0,No
CUST00451,40,Female,32,73.34,2211.48,Two year,Fiber optic,Credit card,No,Yes,0,No
CUST00452,19,Female,0,105.9,0,Month-to-month,Fiber optic,Credit card,Yes,No,0,Yes
CUST00453,44,Female,18,78.21,1418.12,Month-to-month,DSL,Bank transfer,No,Yes,1,No
CUST00454,59,Male,30,41.08,1238.23,Month-to-month,Fiber optic,Electronic check,No,No,0,No
CUST00455,19,Male,13,57.19,743.15,Month-to-month,DSL,Bank transfer,Yes,No,0,No
CUST00456,43,Male,52,63.91,2924.93,Month-to-month,Fiber optic,Mailed check,Yes,No,1,No
CUST00457,34,Female,47,77.09,3237.16,One year,DSL,Credit card,Yes,Yes,1,No
CUST00458,57,Female,68,95.45,6119.32,Month-to-month,DSL,Credit card,No,No,1,No
CUST00459,50,Male,61,28.09,1546.94,Two year,DSL,Bank transfer,No internet service,No,0,No
CUST00460,26,Female,65,108.74,6594.88,Month-to-month,DSL,Bank transfer,Yes,No,0,No
CUST00461,60,Female,63,19.26,,Month-to-month,Fiber optic,Electronic check,No internet service,No,0,Yes
CUST00462,71,Female,69,55.75,3903.93,Month-to-month,No,Electronic check,Yes,,0,Yes
CUST00463,65,Female,62,20.8,1258.66,Two year,DSL,Mailed check,No internet service,No internet service,0,No
CUST00464,56,Female,72,58.08,4272.19,One year,Fiber optic,Bank transfer,No,No,0,No
CUST00465,46,Male,32,71.63,2307.64,Two year,Fiber optic,Bank transfer,No,No,0,Yes
CUST00466,59,Female,40,70.19,2627.34,Two year,No,Bank transfer,No,No internet service,0,No
CUST00467,72,Male,47,34.89,1459.8,Month-to-month,DSL,Credit card,No,Yes,0,No
CUST00468,43,Female,12,83.87,958.98,Month-to-month,Fiber optic,Mailed check,No internet service,Yes,1,No
CUST00469,52,Male,72,22.57,1620.56,Month-to-month,No,Electronic check,No,No,0,No
CUST00470,67,Female,30,95.71,2691.22,One year,Fiber optic,Credit card,No,No,0,No
CUST00471,42,Male,67,114.56,7547.76,Month-to-month,Fiber optic,Credit card,Yes,No internet service,0,No
CUST00472,41,Female,3,52.66,137.26,Month-to-month,DSL,Credit card,Yes,No internet service,0,No
CUST00473,30,Male,18,70.76,1273.17,Two year,DSL,Credit card,,No,1,No
CUST00474,75,Female,69,56.65,3957.88,Two year,Fiber optic,Mailed check,No,No,0,No
CUST00475,24,Male,12,18.68,222.22,One year,Fiber optic,Bank transfer,No,No,0,No
CUST00476,74,Female,22,57.36,1316.75,One year,DSL,Electronic check,No,No,0,No
CUST00477,53,Male,0,98.76,0,One year,Fiber optic,Electronic check,No internet service,No,0,No
CUST00478,62,Male,53,78.79,4303.73,Month-to-month,Fiber optic,Credit card,No,No,0,Yes
CUST00479,37,Female,70,28.33,2055.91,Month-to-month,Fiber optic,Credit card,No,No,0,No
CUST00480,18,Female,14,104.41,1476.75,One year,Fiber optic,,No,Yes,0,No
CUST00481,25,Male,64,72.17,4548.91,One year,No,Credit card,No,No,1,No
CUST00482,63,Female,70,103.86,6187.99,Month-to-month,DSL,Electronic check,Yes,Yes,0,No
CUST00483,33,Male,14,77.18,1019.11,Two year,No,Electronic check,No internet service,No internet service,0,No
CUST00484,31,Male,20,75.09,1448.08,Month-to-month,DSL,Bank transfer,No,Yes,0,No
CUST00485,29,Male,18,28.74,471.18,Month-to-month,DSL,Bank transfer,No internet service,No internet service,0,No
CUST00486,68,Female,59,35.07,1890.4,One year,DSL,Electronic check,Yes,No,0,Yes
CUST00487,40,Male,32,117.15,3907.12,Month-to-month,DSL,Electronic check,Yes,No,0,Yes
CUST00488,32,Male,48,41.31,2039.08,Month-to-month,DSL,Mailed check,No internet service,No,0,No
CUST00489,45,Female,34,117.7,4081.18,Month-to-month,DSL,Mailed check,No,No,0,Yes
CUST00490,51,Female,43,72.26,2893.41,One year,No,Electronic check,No,No,0,Yes
CUST00491,19,Female,10,31.85,271.6,Month-to-month,DSL,Credit card,No,No,0,Yes
CUST00492,49,Female,71,28.13,1729.69,One year,Fiber optic,Bank transfer,No,No,1,No
CUST00493,40,Male,65,39.3,2330.83,One year,DSL,Electronic check,,No,0,No
CUST00494,39,Male,45,112.42,4315.99,Month-to-month,No,Credit card,Yes,No,0,No
CUST00495,68,Male,8,60.24,411.28,Two year,Fiber optic,Electronic check,No internet service,Yes,0,Yes
CUST00496,42,Male,2,58.33,120.55,Month-to-month,DSL,Bank transfer,No internet service,No,1,No
CUST00497,75,Female,25,49.95,1237.8,Two year,Fiber optic,Bank transfer,Yes,No internet service,0,Yes
CUST00498,39,Male,71,33,2136.33,Month-to-month,Fiber optic,Mailed check,No internet service,Yes,0,No
CUST00499,75,Male,47,67.76,2791.5,Two year,Fiber optic,Mailed check,No internet service,No,0,No
CUST00500,75,Female,65,31.26,1935.03,Month-to-month,Fiber optic,Mailed check,No,,0,Yes
CUST00501,39,Male,69,103.22,6061.47,Month-to-month,Fiber optic,Mailed check,No,No,0,No
CUST00502,66,Male,27,55.78,1562.81,Month-to-month,Fiber optic,Bank transfer,No,Yes,0,No
CUST00503,69,Male,25,56.23,1311.51,Month-to-month,Fiber optic,Credit card,Yes,No,1,No
CUST00504,59,Male,24,66.35,1481.68,One year,DSL,Credit card,No,Yes,0,No
CUST00505,23,Male,11,63.3,646.25,Month-to-month,No,Credit card,No internet service,Yes,0,Yes
CUST00506,32,Male,4,119.48,412.86,One year,Fiber optic,Electronic check,No,,0,No
CUST00507,71,Female,47,73.63,3383.32,Month-to-month,Fiber optic,Mailed check,No,No,0,No
CUST00508,60,Female,36,27,968.7,Month-to-month,DSL,Mailed check,Yes,No internet service,0,No
CUST00509,54,Male,43,79.9,3384.94,One year,Fiber optic,Bank transfer,Yes,Yes,0,No
CUST00510,50,Male,14,33.46,411.14,Month-to-month,No,Bank transfer,No,No,0,Yes
CUST00511,25,Female,42,21.16,858.3,One year,DSL,Electronic check,Yes,Yes,0,No
CUST00512,70,Male,47,117.02,5301.38,One year,Fiber optic,Electronic check,No,No,0,No
CUST00513,61,Male,69,96.9,6844.44,Two year,Fiber optic,Credit card,No,No internet service,0,Yes
CUST00514,61,Male,45,117.97,4914.88,Month-to-month,No,Bank transfer,No,No internet service,0,No
CUST00515,22,Female,42,66.74,2590.88,One year,Fiber optic,Mailed check,No,Yes,0,No
CUST00516,56,Male,20,72.29,1407.78,Two year,DSL,Credit card,No,No,1,Yes
CUST00517,21,Female,22,35.17,755.65,One year,No,Mailed check,No,No,0,Yes
CUST00518,23,Male,46,43.18,1874.76,Month-to-month,Fiber optic,Credit card,Yes,Yes,0,No
CUST00519,62,Female,14,103.53,1360.44,One year,DSL,Mailed check,Yes,Yes,0,Yes
CUST00520,49,Female,24,54.33,1237.2,One year,DSL,Electronic check,Yes,No internet service,0,Yes
CUST00521,69,Male,35,102.34,3661.45,One year,Fiber optic,Credit card,No internet service,No internet service,0,No
CUST00522,47,Female,50,90.32,4255.13,Month-to-month,DSL,Mailed check,Yes,No internet service,0,Yes
CUST00523,64,Male,14,36.07,524.16,Month-to-month,DSL,Mailed check,No,No,1,No
CUST00524,52,Female,67,69.76,4443.97,Two year,No,Bank transfer,No internet service,No,0,No
CUST00525,72,Male,20,87.09,1811.19,Month-to-month,DSL,Credit card,No,,0,No
CUST00526,57,Male,12,41.97,511.98,One year,Fiber optic,Mailed check,Yes,Yes,0,No
CUST00527,69,Female,18,102.73,1705.81,Month-to-month,DSL,Bank transfer,No internet service,Yes,0,No
CUST00528,33,Male,33,73.57,2482.99,Month-to-month,Fiber optic,Mailed check,Yes,No,0,Yes
CUST00529,30,Male,67,34.85,2036.11,Month-to-month,Fiber optic,Credit card,No,No,0,No
CUST00530,67,Female,51,77.46,4088.76,Month-to-month,DSL,Electronic check,No internet service,No internet service,1,No
CUST00531,59,Male,26,119.97,3045.38,Two year,Fiber optic,Credit card,No,No internet service,0,No
CUST00532,47,Male,28,33.35,803.89,Two year,DSL,Credit card,No,No internet service,0,No
CUST00533,36,Female,27,101.31,2677.52,One year,No,Mailed check,Yes,No internet service,0,No
CUST00534,34,Female,34,39.15,1390.8,Month-to-month,No,Mailed check,No,Yes,0,No
CUST00535,73,Male,7,97.8,591.47,One year,Fiber optic,Credit card,No,No,0,No
CUST00536,36,Male,15,92.93,1339.5,One year,Fiber optic,Bank transfer,No,No,0,No
CUST00537,45,Female,35,48.65,1702,One year,DSL,Bank transfer,No internet service,Yes,0,No
CUST00538,75,Female,29,51.23,1503.57,Month-to-month,Fiber optic,Bank transfer,No internet service,No internet service,0,No
CUST00539,72,Male,17,98.84,1567.31,One year,Fiber optic,Mailed check,No internet service,No internet service,1,Yes
CUST00540,43,Female,1,65.07,57.97,One year,DSL,Mailed check,No,Yes,0,No
CUST00541,54,Male,48,92.54,3813.25,Two year,Fiber optic,Credit card,No,Yes,0,No
CUST00542,43,Male,3,33.09,95.89,Month-to-month,DSL,Electronic check,No internet service,No,0,No
CUST00543,70,Male,6,104.96,592.34,One year,Fiber optic,Mailed check,No internet service,No,0,Yes
CUST00544,40,Male,38,90.51,3576.09,One year,DSL,Credit card,No,No internet service,0,No
CUST00545,26,Male,12,110.51,1143.28,Month-to-month,Fiber optic,Credit card,Yes,,0,Yes
CUST00546,29,Female,30,31.5,932.79,Month-to-month,DSL,Electronic check,Yes,Yes,0,No
CUST00547,70,Female,70,78.49,4697.59,Month-to-month,DSL,Bank transfer,No,Yes,0,No
CUST00548,18,Female,62,79.11,4337.27,Month-to-month,Fiber optic,Credit card,No,Yes,0,No
CUST00549,75,Female,55,54.05,,Month-to-month,No,Credit card,No internet service,Yes,0,No
CUST00550,75,Male,41,64.76,2498.44,One year,Fiber optic,Credit card,Yes,No internet service,0,No
CUST00551,18,Male,60,21.87,1295.33,One year,DSL,Bank transfer,Yes,No,0,No
CUST00552,64,Male,41,94.08,3980.88,One year,DSL,Bank transfer,No,No,0,No
CUST00553,51,Male,55,74.03,3981.29,Two year,No,Electronic check,No,Yes,0,No
CUST00554,49,Female,35,23.89,870.19,Month-to-month,Fiber optic,Mailed check,Yes,Yes,0,No
CUST00555,71,Male,67,87.44,6012.69,Month-to-month,DSL,Bank transfer,No,No internet service,0,Yes
CUST00556,65,Male,6,65.61,380.63,One year,No,Mailed check,No,No,0,No
CUST00557,42,Female,53,21.52,1159.67,Month-to-month,No,Mailed check,No,No,0,No
CUST00558,57,Female,0,116.9,0,Month-to-month,No,Bank transfer,No,No,0,Yes
CUST00559,62,Female,43,114.81,4273.87,Month-to-month,No,Credit card,No,No,0,No
CUST00560,70,Female,44,70.32,3088.24,Month-to-month,No,Electronic check,No,No,0,No
CUST00561,18,Male,46,27.55,1101.26,Two year,DSL,Mailed check,No internet service,No,0,No
CUST00562,33,Male,12,94.97,1104.1,Month-to-month,DSL,Credit card,Yes,,0,No
CUST00563,56,Female,21,68.18,1418.22,Month-to-month,Fiber optic,Bank transfer,No internet service,Yes,0,No
CUST00564,,Male,20,48.85,843.45,Month-to-month,Fiber optic,Mailed check,No,No,0,Yes
CUST00565,39,Male,8,68.12,488.37,One year,Fiber optic,Mailed check,No internet service,Yes,0,Yes
CUST00566,46,Male,25,71.29,1841.3,Month-to-month,Fiber optic,Mailed check,No internet service,No,0,No
CUST00567,72,Female,8,75.4,587.07,One year,Fiber optic,Credit card,No,No internet service,0,No
CUST00568,20,Male,14,63,793.14,Month-to-month,Fiber optic,Credit card,No,No,0,Yes
CUST00569,29,Female,9,79.79,709.59,Month-to-month,DSL,Credit card,Yes,No,0,No
